SMILES,dataset,len_smiles,mean_complexity,sa_score,sc_score,tb_depth,tb_plausibility,tb_price,tb_synthesizability
CCC1=NC(C(NC)C(N)C(C)(C)C)=C(C)O1,gdb,33,,3.9406914659978503,3.5447326145733937,11,0.0,-1.0,Unsynthesizable
CCCC1C(CC(=O)C1(COC=N)NC)C#C,gdb,28,,5.2172369377260965,3.2878085585799264,11,0.0,-1.0,Unsynthesizable
ClC1=C(Cl)S(=O)(=O)C(=NN1)C1CC(=O)CO1,gdb,37,,4.665806823548549,3.118978749925936,11,0.0,-1.0,Unsynthesizable
CCC(CC1CCC(N1)C=O)(C=O)C(F)(F)F,gdb,31,,4.926992723679274,3.031763679277616,11,0.0,-1.0,Unsynthesizable
CC1=C2ON=C1C1=CNC(NC=CC2=O)=N1,gdb,30,,5.231369545582447,3.501524872042629,11,0.0,-1.0,Unsynthesizable
CCC1CCC2(C)CC1(C)C1OCC(C)C1N2,gdb,29,,5.778875949017143,3.2764493793707232,11,0.0,-1.0,Unsynthesizable
CC(C)CN1C(C)C(C)N=COCCN=C1C,gdb,27,,4.876729851602524,3.2087386093490182,11,0.0,-1.0,Unsynthesizable
CCC(C#N)C1=CC=C2C(F)=NSN=C2C1=N,gdb,31,,4.1059896200266905,3.001095316576828,11,0.0,-1.0,Unsynthesizable
CCC1CC(O)C(C)(C(C)=O)C(C1)(OC)C=O,gdb,33,,4.640002322110009,2.9537852713262303,11,0.0,-1.0,Unsynthesizable
CC(CCN)C(C)CN1CC(C)(C)N(C)C1=N,gdb,30,,4.249419787676174,3.9195358966619533,11,0.0,-1.0,Unsynthesizable
CC1CCC2COC3CC=C(C1CO2)C3=O,gdb,26,,5.9639852037600765,2.8765799235397838,11,0.0,-1.0,Unsynthesizable
CC1=CC=C(S1)N=C1NCCC2NC=NC12C,gdb,29,,5.042668381939052,3.6258287462394,11,0.0,-1.0,Unsynthesizable
CC1=C(C)C(CC#C)(C=NO)C(CC=NO)C1,gdb,31,,5.2153893224891865,2.9607082920761894,11,0.0,-1.0,Unsynthesizable
CCC12CC(CC3CCC1N3)C(OC)C2(C)O,gdb,29,,5.943014479582509,3.220017376674424,11,0.0,-1.0,Unsynthesizable
CC1CC(OC=NC(C)(C)CCO1)C(C)(C)C,gdb,30,,4.75688523621791,3.0575972042972075,11,0.0,-1.0,Unsynthesizable
CC(CCNCC(N=C1OC=CS1)C#C)C#N,gdb,27,,5.026085434529318,3.9652579215244472,11,0.0,-1.0,Unsynthesizable
CCOC1(C)CN=C(NC(OC1C)=NC)C=O,gdb,28,,5.083601028174804,3.1387741361410266,11,0.0,-1.0,Unsynthesizable
CCCC1=C2C(=N)N(C(C)=N)C3=NSC(O1)=C23,gdb,36,,4.169661017192437,3.5892730977740626,11,0.0,-1.0,Unsynthesizable
CCC1(CC(C)CN1C)C(C)(C)NCCCN,gdb,27,,4.201785242221628,4.057534590991974,11,0.0,-1.0,Unsynthesizable
CC1C2CNCC1(O)C(CC(C)(C)C)N2C,gdb,28,,5.342659449425428,3.3966181211492783,11,0.0,-1.0,Unsynthesizable
CCC1=CC2(C(C1)OC(=O)C2=O)C(F)(F)F,gdb,33,,4.483382300564566,2.5042594925119515,11,0.0,-1.0,Unsynthesizable
CCCC(C)(N)C1COCC(OCC)C1C#C,gdb,26,,4.756044447376048,3.2204332059243304,11,0.0,-1.0,Unsynthesizable
CCCCCC(CO)N=C1ON=C(NC)C=C1,gdb,26,,3.7408975373753,3.4122270750319363,11,0.0,-1.0,Unsynthesizable
CCC1(C)CC2(C)N=COCC2(OCCN)O1,gdb,28,,5.1850471917643794,3.1063182138533265,11,0.0,-1.0,Unsynthesizable
CC(O)C(C)C(C#N)C1C(=N)OCCC1(C)C,gdb,31,,4.942682392040078,3.2961842169522404,11,0.0,-1.0,Unsynthesizable
CC1=CC(=O)NC(I)=C1N=C1OC=NOC1=N,gdb,31,,4.205672801153158,3.1985746105869617,11,0.0,-1.0,Unsynthesizable
CCNC1=CC=C(F)C(C#N)=C1C(C)(C)C=O,gdb,32,,2.9853127356867097,3.0233381109488846,7,0.8550082521841907,7.0,Synthesizable
CC(C)C1=C(C)C(=CN1C)N(CC#C)C(N)=N,gdb,33,,3.643007490931465,3.3506643625749954,11,0.0,-1.0,Unsynthesizable
CC1CNC(CC1(C)C(C)(C)CO)C(C)(C)N,gdb,31,,4.642511721890365,3.1609876228327662,11,0.0,-1.0,Unsynthesizable
CC1CC(C#C)C2=NNC=C2N2C=C(O)N=C12,gdb,32,,5.019742165298551,4.182244227039266,11,0.0,-1.0,Unsynthesizable
CCCC1C2OC(C)C1C1CNC(=O)C(C1)O2,gdb,30,,5.9206059894024765,3.7851249706432455,11,0.0,-1.0,Unsynthesizable
CCC12CC(CN(C)C1)C(C)(CC)C(O2)=NC,gdb,32,,5.607541283725897,3.534580422786689,11,0.0,-1.0,Unsynthesizable
CC1(O)CC2(C)CC3(C)CCOC(CC3)C1O2,gdb,31,,6.034213523727356,3.1365549555148995,11,0.0,-1.0,Unsynthesizable
CC(C)C(C1=C(C)NN=C(Br)C1=O)C(C)(C)O,gdb,35,,3.799796486391399,2.9762626626390047,11,0.0,-1.0,Unsynthesizable
CC1COC2C(N)CC(=C2C#N)C(C)(C)C1,gdb,30,,5.2384130271208935,2.922292070631161,11,0.0,-1.0,Unsynthesizable
CC1=NC2=C(N1)C1OCC2(O1)C1=NSC(=N)S1,gdb,35,,5.977259506998303,3.2752927251421133,11,0.0,-1.0,Unsynthesizable
CC1(C)CC(O)CC2=C1C(Br)=C(O)SC2=O,gdb,32,,4.065626271542415,3.0663595534555808,11,0.0,-1.0,Unsynthesizable
CCC(C=O)N1C(CC)=C(O)C(O)=C1C#C,gdb,30,,4.24835264516879,3.4561626934520686,11,0.0,-1.0,Unsynthesizable
CC1COCC2(C)CCC(C(C1)N=CN)C2=O,gdb,29,,6.017598139111973,3.0421885109882885,11,0.0,-1.0,Unsynthesizable
CC1(C)CCC2=C(NCCOC(=O)C1)SC=C2,gdb,30,,3.600044652759915,3.0606922301646704,11,0.0,-1.0,Unsynthesizable
CCC1=CC2=NC(N)=NC2=CNC=CN=C1O,gdb,29,,3.6231994604522217,3.296623354678666,11,0.0,-1.0,Unsynthesizable
CCCC1(CCC2=C(N)C=C(CC#C)N12)C=O,gdb,31,,4.603864906442404,3.441450974784116,11,0.0,-1.0,Unsynthesizable
CCCC(=N)NC1CC(CC#C)C(C)(C)C1O,gdb,29,,4.824921954448504,2.7876580894772927,11,0.0,-1.0,Unsynthesizable
CCN=C(NC=N)OCC1CCCC1(C)CC,gdb,25,,4.6872832454949505,2.904694418931212,11,0.0,-1.0,Unsynthesizable
CCC1(CCNC)OC2(C)CCC1C(C)C2N,gdb,27,,5.4964318564652,3.8481405549174577,11,0.0,-1.0,Unsynthesizable
CCNC1C(CCN)CC2=C1N=C(Br)N=C2O,gdb,29,,4.3569346366569786,3.4966632816121184,11,0.0,-1.0,Unsynthesizable
CCC1=CC=CC=C1C(C)(N)C(N)=NCC#C,gdb,30,,3.5523278467398485,2.8035182376962062,11,0.0,-1.0,Unsynthesizable
BrC1=C(SN=CC1=O)N=CNC(=N)NC=N,gdb,29,,4.824029244579102,3.1050545670526453,11,0.0,-1.0,Unsynthesizable
CCC1=NC(C)C(CC2=COC(CC#N)=N2)O1,gdb,31,,4.577158511452397,3.4707587214584446,11,0.0,-1.0,Unsynthesizable
CC1CNC2=COC(CC(C)C(O)C1C)=C2O,gdb,29,,5.736775275666442,3.725891279359141,11,0.0,-1.0,Unsynthesizable
CC(=O)NC1C(=O)C2CCC1(C)C(C)(C)CO2,gdb,33,,4.932815999444959,3.1832788890222616,11,0.0,-1.0,Unsynthesizable
CCC1COC(=N)C2(O)C(N)C1C1=C2C=CS1,gdb,32,,5.531833529731076,3.2996350990838264,11,0.0,-1.0,Unsynthesizable
CCCC1(C)NCC2OCC(C)(O2)C1C(C)C,gdb,29,,5.658972539195245,2.927262755922765,11,0.0,-1.0,Unsynthesizable
CC(CCN)CC1=NC(N)=CC(C)=C(C)C1=N,gdb,31,,3.59484349891376,3.474791795418647,11,0.0,-1.0,Unsynthesizable
CC1=C(O)N=C(C#N)C2=NC(Br)=CN=C2C=N1,gdb,35,,4.0368557798765625,2.9781082704486264,11,0.0,-1.0,Unsynthesizable
CCCC1(COC(=O)O1)C(=O)C(O)(C#C)C#C,gdb,33,,4.7122896527599165,2.946517478414496,11,0.0,-1.0,Unsynthesizable
CCC1=C2C(Cl)=CSC=C2C(Cl)=C(NC)C1=N,gdb,34,,3.5753522005696534,3.8691953350114887,11,0.0,-1.0,Unsynthesizable
CC1OCC(C)(NC=N)C(C)C1(C)C(=O)C#C,gdb,32,,5.594342182249869,2.9509920476319005,11,0.0,-1.0,Unsynthesizable
CCC1CCCC2(OC1)C(O)CCCC2C#C,gdb,26,,4.8658992741482505,3.038690216407061,11,0.0,-1.0,Unsynthesizable
CC(C)C1=NN2C=C(C=CC2=C1C#N)C#C,gdb,30,,3.1136516222014787,3.1153168758806986,11,0.0,-1.0,Unsynthesizable
CC1=CSC2=C1C1=C(N(C=O)C2=O)C(C)=NS1,gdb,35,,3.6774921137554495,3.8183647669473686,11,0.0,-1.0,Unsynthesizable
CC1C2CCC1(C)C(OCC#C)C(C)=C2,gdb,27,,5.42253377393167,2.8741743826790067,11,0.0,-1.0,Unsynthesizable
CCC(C)(CCC=C)CCN=CN,gdb,19,,4.116328754994119,2.6204904360345944,11,0.0,-1.0,Unsynthesizable
CC#CC1=CC2(N)C(N1)=NC(C)C2(C)C,gdb,30,,5.241022933031142,2.7935389657914254,11,0.0,-1.0,Unsynthesizable
CC(CC1(C)CN(C)CC1CCN)C(F)(F)F,gdb,29,,4.393844751651302,4.229625461469656,11,0.0,-1.0,Unsynthesizable
CCCC(NC=N)C1COCC1(N)C(C)(C)C,gdb,28,,4.976103492910042,3.6227008704702905,11,0.0,-1.0,Unsynthesizable
CCCC1(CCCN)CC2CC(CCOC2)O1,gdb,25,,4.986163063809167,3.330783295865219,11,0.0,-1.0,Unsynthesizable
CCCC1=C(COC1(C=O)S(=O)(=O)C#N)C#C,gdb,33,,4.789345037375298,3.44346411127188,11,0.0,-1.0,Unsynthesizable
CC(N=CN)C1=C(NC(C)(C)C)N=C(S1)C#C,gdb,33,,4.567889652759915,3.5252776897700766,11,0.0,-1.0,Unsynthesizable
CC1=CSC2=C1C(=O)CC1CC(CCCO1)O2,gdb,30,,4.882119161629387,3.3374519748709432,11,0.0,-1.0,Unsynthesizable
CCC1(O)CC(CO)CCCCC(=N)OC1C,gdb,26,,4.789194523695622,2.821830637397957,11,0.0,-1.0,Unsynthesizable
CCOC(C)(C(C)O)C1=NC(N)=C(S1)N(C)C,gdb,33,,4.392205102361489,3.2155435075888485,11,0.0,-1.0,Unsynthesizable
CC(O)C(CCC1=CC=C(C)S1)(OC=N)C#C,gdb,31,,4.527455208776812,2.9789756814117583,11,0.0,-1.0,Unsynthesizable
CC(CC#C)C1(C)CNC=NCC(N)C(C)C1,gdb,29,,5.7111274514057735,3.516585732989544,11,0.0,-1.0,Unsynthesizable
CC(C)C1CC2CN(C)CC(O2)C(C)N=C1N,gdb,30,,5.4438966194628025,3.0702338946296206,11,0.0,-1.0,Unsynthesizable
CC1CC2=C(N=C(COC(=N)N(C)C)N2)C1C,gdb,32,,4.257500359278483,3.4721911369585383,11,0.0,-1.0,Unsynthesizable
CC(C)C1(C)CCC(C=NO)C(C)OC1C,gdb,27,,4.838514635198205,2.7923761047531492,11,0.0,-1.0,Unsynthesizable
CCC12CCNC3=C1C(COC2)=C(COC)N3,gdb,29,,4.196454425130402,3.714180520567013,11,0.0,-1.0,Unsynthesizable
CC1(C)NC(CCO)C=CC2=C1SN=C2,gdb,26,,4.464471354558438,3.117931065176584,11,0.0,-1.0,Unsynthesizable
CCCOC1=CC(CNC(C)C)=C(C)C(=O)O1,gdb,30,,2.7996063811716603,3.4798827439779334,11,0.0,-1.0,Unsynthesizable
CCC(CCC(C)(C)CCNC(=N)C=O)C#N,gdb,28,,4.03509580660607,3.3971392959700126,11,-1.0,-1.0,Unsynthesizable
CCCCC1=NOC(OC(N)=N)=C1C(C)C=O,gdb,29,,4.035131191221453,3.5243645930580048,11,0.0,-1.0,Unsynthesizable
CC1=CC2=C(Br)C(O1)=CC(=N)SC=NC(=O)O2,gdb,36,,4.8655365619134905,2.715228208103494,11,0.0,-1.0,Unsynthesizable
CCC1CCNC(C)C2CCOC(=O)C2(C)C1,gdb,28,,4.269132087025945,3.643708549950647,11,0.0,-1.0,Unsynthesizable
CC1C2OC3C=CC(=NO)C3CCC1C(C)=C2,gdb,30,,5.638767935060519,2.8887884465525104,11,0.0,-1.0,Unsynthesizable
CCC12CC(NCC1(C)C)C1NCCC1(C)C2,gdb,29,,5.847958897979847,3.9190374219444735,11,0.0,-1.0,Unsynthesizable
CC1CC2(COCC2=C1)C1=NC=CN=C1I,gdb,28,,4.646928741080575,3.6618929028208687,11,0.0,-1.0,Unsynthesizable
CC#CC1(N)CC(C)C2=C(SN=C2C1)C#C,gdb,30,,5.164582800065069,3.615612797290485,11,0.0,-1.0,Unsynthesizable
CC(C)COC(=O)C1=C(CN)SC2=C1CNC2,gdb,30,,3.0779624901875287,3.092584568272602,11,0.0,-1.0,Unsynthesizable
CC1=CC2=C(OC1=O)C=CN=C(C)SC(=O)S2,gdb,33,,3.475185364707542,3.038648364261467,11,0.0,-1.0,Unsynthesizable
CCCC1=C2OC=NC=C3N2C(=CC3=N)C=C1,gdb,31,,3.2918916995799603,3.601995745255672,11,0.0,-1.0,Unsynthesizable
CC(N)CCC(C)(C)N1CC(O)C(C1)C(C)C,gdb,31,,4.111927618784169,3.0536900036491166,11,0.0,-1.0,Unsynthesizable
CC12CCOC1CC1=C(Br)C(OC=N)=CC=C21,gdb,32,,4.426590242221628,2.919998859770231,11,0.0,-1.0,Unsynthesizable
CC(C)C1C(CO)C2(CNC3=C2C1=CO3)C#C,gdb,32,,5.171769614022971,3.381874831906948,11,0.0,-1.0,Unsynthesizable
CCCC(=O)CC1(C)NCCN(CC)C1C#C,gdb,27,,4.308303703760089,3.4275301959754865,11,0.0,-1.0,Unsynthesizable
CCCC1=C(ON=C1OCC(C)NC=O)C=O,gdb,27,,3.8184933843474753,3.5273279453938486,11,0.0,-1.0,Unsynthesizable
CC1CC2OC3C(=O)CCC3(C)C3CCC1C23,gdb,30,,4.587889256137094,3.2212236054261516,11,0.0,-1.0,Unsynthesizable
CC1CN=C(N2C(=O)SC=C2O)N(C)CC1=O,gdb,31,,4.188477345067607,3.832420958759695,11,0.0,-1.0,Unsynthesizable
CC(C)(C1CN2C=CC(O)=C2C1)C1COC=N1,gdb,32,,4.945815242221627,3.763132993776949,11,0.0,-1.0,Unsynthesizable
CC1=C(SC=N1)C(N)C(C)(C)CCCCCN,gdb,29,,3.42598470292714,3.7538123675231327,11,0.0,-1.0,Unsynthesizable
CC(C)C12CC(O)C(C)(C)C(C1)C(=N)NC2C,gdb,34,,5.699973709763807,3.0509592686957667,11,0.0,-1.0,Unsynthesizable
CC1CCN(C)CC11CCCC11COC(=O)N1,gdb,28,,5.159152153291114,3.9899557319840415,11,0.0,-1.0,Unsynthesizable
CCCC1(CO)C(OC)C(CC1(C)C)N(C)C,gdb,29,,4.310503492910041,3.355608733570181,11,0.0,-1.0,Unsynthesizable
CCC1C2CCCCC1(O)CC(C)C(=O)CN2,gdb,28,,5.0367716639372935,3.4872058568363364,11,0.0,-1.0,Unsynthesizable
CCC(CCC(C)=O)C1=CNC(CCNC)=C1,gdb,28,,3.4435100782918298,3.6770308842216033,11,0.0,-1.0,Unsynthesizable
CCC12C(O)CC(C)(C3CC1OC(C)=N3)C2=O,gdb,33,,6.1207200917199565,3.1546649411859518,11,0.0,-1.0,Unsynthesizable
CC(C)C1NC(=O)CC(=O)C(C)(C(C)=O)C1=O,gdb,35,,3.892035188554364,2.9610348242904103,11,0.0,-1.0,Unsynthesizable
CC1(C)CC=C2C3CCC(O)(CC3)C2N1,gdb,28,,4.880726058895554,3.102730643873193,11,0.0,-1.0,Unsynthesizable
CCC(C)(CN)CN1C=CC=C1N(C=N)C=N,gdb,29,,4.514536207943862,3.3389803580067614,11,0.0,-1.0,Unsynthesizable
CCCC(=O)CNC(C#N)C1=C(C)N=C(O)S1,gdb,31,,3.868712462124464,3.2953473512331586,11,0.0,-1.0,Unsynthesizable
CC1COCCC2CC(C(=O)O2)C2=CSN=C12,gdb,30,,5.710157814477348,3.7523345661236975,11,0.0,-1.0,Unsynthesizable
CC1COC2OC(=O)CC3=C2C1=C(C)O3,gdb,28,,4.4306185923718,2.7226302458328218,11,0.0,-1.0,Unsynthesizable
CCCN(C)CC(=O)C(=O)C(C)(CC)C(N)=N,gdb,32,,3.6334365579477517,3.7165584581943896,11,0.0,-1.0,Unsynthesizable
CC(CC(OC1=NC=CC=C1I)C#N)C(N)=N,gdb,30,,4.0907053760008925,2.3773143704468063,11,0.0,-1.0,Unsynthesizable
CCCCNCC(C)C1CC2CC1CC(=N)N2,gdb,26,,5.378457363609961,4.433298963495231,11,0.0,-1.0,Unsynthesizable
CC(C)C1=C(O)SC=C(O)N=COC(=O)C1=N,gdb,32,,4.212997345067608,2.5246358006124314,11,0.0,-1.0,Unsynthesizable
CC(C)N1C=CC2=CNN=CC2=CC(=N)C=C1,gdb,31,,3.615912921990685,3.3959303057164485,11,0.0,-1.0,Unsynthesizable
CCC(CC)NC(C)(CO)COCCC(C)C,gdb,25,,3.2840588835291453,2.7697493684737964,5,0.4500488277276951,4.0,Synthesizable
CC(NC1CCCC1CCOCCC#N)C#N,gdb,23,,3.986768877525426,2.6938883547369183,11,0.0,-1.0,Unsynthesizable
CC1=C2C(CCC(C)(N)C22CCCC2O)=CO1,gdb,31,,4.9577584459897945,3.2214878965451534,11,0.0,-1.0,Unsynthesizable
CCC1OC(C)C2CNC(C1OC(C)C)C2=O,gdb,28,,5.212399080545468,3.340940879713603,11,0.0,-1.0,Unsynthesizable
CC12CCC(C1)NCC2C1=NC(N)=CSC1=O,gdb,30,,5.325675230214192,3.867243507152327,11,0.0,-1.0,Unsynthesizable
CCCC(C)(N)C1CC2(CC)COC1(C)CN2,gdb,29,,5.8450347465531065,3.2135148364287263,11,0.0,-1.0,Unsynthesizable
CC1CNC2(C#C)C3CCCC3(C)C=C12,gdb,27,,5.250572905027415,3.0281657315112955,11,0.0,-1.0,Unsynthesizable
CCC1C(CN(C)CCOCC1C(C)C)C=O,gdb,26,,4.4387513798829135,3.620869258734556,11,0.0,-1.0,Unsynthesizable
CCOC1C(CCC1C1=CCOC1=O)C#N,gdb,25,,4.347585386417816,2.77099592739855,11,0.0,-1.0,Unsynthesizable
CCC1=CSN=C1CNC1CNC(=O)C(C)C1,gdb,28,,4.1128565883754735,3.838661775789507,11,0.0,-1.0,Unsynthesizable
CC(CO)CCC1=C2C=C(O)C=NN2C(O)=C1,gdb,31,,3.5594436298466574,3.5021646866121605,11,0.0,-1.0,Unsynthesizable
CC1=C(CO)C(=NC(C)(C)CC#C)N=C(Br)S1,gdb,34,,3.960823504917478,2.9758896413707827,11,0.0,-1.0,Unsynthesizable
CCC1CC2=C(OC(=C2)C(C)N)OCC1(C)C,gdb,31,,4.428292666970791,3.598138491970785,11,0.0,-1.0,Unsynthesizable
CCC1=CC2CC(C1OCOC2)C(C)=NO,gdb,26,,5.396531739106581,2.87336095389898,11,0.0,-1.0,Unsynthesizable
CC1CC(=O)C2(C)CCCNC(C1O2)C(C)=O,gdb,31,,5.208725716452771,3.3385801997074287,11,0.0,-1.0,Unsynthesizable
CC1CC2=CC(OC=O)=NC=C2CC1CC=O,gdb,28,,4.078821011452398,3.5291462927828725,11,0.0,-1.0,Unsynthesizable
CCC(CC)CC1(C)OCC(N)CNC1C#N,gdb,26,,4.77748911163914,3.1996239805495863,11,0.0,-1.0,Unsynthesizable
CC(C)N(C(C)C(C)C=O)C1=CN=CC(Br)=N1,gdb,34,,4.114314472990858,2.8087006170826694,7,0.10930637506389136,143.0,Synthesizable
CCCC(C)(CN=C(N)N)N(C)CCC(C)C,gdb,28,,3.5447979744382376,3.5643424263658283,11,0.0,-1.0,Unsynthesizable
CCCC(=O)C1=CC(COC)=C(O)C=CC1=O,gdb,30,,2.40484350491748,2.8721465456285085,11,0.0,-1.0,Unsynthesizable
CC1=C2C3OC(CC2=NC=C1Cl)C(=NO)C3O,gdb,32,,5.277822284224012,3.4794172704345447,11,0.0,-1.0,Unsynthesizable
CCC1CC(=O)C2CC1C1=CC=C(Br)C(=O)N21,gdb,34,,4.768560745762473,2.9994667410590115,11,0.0,-1.0,Unsynthesizable
CCOC1OCCCCC(CC(N)CC)C1O,gdb,23,,3.924191988826272,2.802119707645105,11,0.0,-1.0,Unsynthesizable
CCC(CC1CCCCO1)NC(C#C)C(C)O,gdb,26,,4.184063674587319,2.8434282903716586,7,0.14004888978832075,16.0,Synthesizable
CC(C)C1=C(CN=COC(C)C(N)=N)SC=C1,gdb,31,,4.120092395234831,2.8313046695995303,11,0.0,-1.0,Unsynthesizable
CCC1CCC(CCCO)CC(CC#N)C1O,gdb,24,,3.952664983916288,3.0856605104009485,11,0.0,-1.0,Unsynthesizable
CC(C)C1CC(C)(OCCCO)C(C#C)N1C,gdb,28,,4.4857988775254265,3.0017638065672965,11,0.0,-1.0,Unsynthesizable
CCC12CC(C)(CC=C1)OC(=O)C(O)CO2,gdb,30,,5.6759413894562325,3.110609800287267,11,0.0,-1.0,Unsynthesizable
CCC(O)C1(CC(C)=O)C(C)CCC1CC=O,gdb,29,,4.571941972459659,2.815116183667457,11,0.0,-1.0,Unsynthesizable
CCC(C)(O)C1=NSC2=C1C(CN)C(C2)OC,gdb,31,,4.6994148641475,3.285636584284956,11,0.0,-1.0,Unsynthesizable
CCCC1C(C#N)C2(COC1(CC)O2)C(N)=N,gdb,31,,5.8830996294962485,3.3046457459749936,11,0.0,-1.0,Unsynthesizable
CCCC(CC#N)(C=O)C(=N)NC1=NSN=C1,gdb,30,,4.650738556196902,3.2931559072453225,11,0.0,-1.0,Unsynthesizable
C1CNC2=C(C1)N1C3CC=CCC3=CC1=C2,gdb,30,,4.337147700113846,3.478206135859977,11,0.0,-1.0,Unsynthesizable
CC1CCC2=C(NCCNC1=O)SC(O)=C2O,gdb,28,,4.3556537384092255,3.619236288467091,11,0.0,-1.0,Unsynthesizable
CCC1CCCC1C(N)C1=CN(CC)N=C1C,gdb,27,,3.731165686036065,3.7131420797886494,11,0.0,-1.0,Unsynthesizable
CC(CC1=CSN=C1C#N)NC(C)(C=O)C=O,gdb,30,,4.517756943729816,3.4755546615892214,11,0.0,-1.0,Unsynthesizable
CCCN(C)C1=C(C=O)C2=C(F)C=CNC2=C1,gdb,32,,3.2178675638372827,3.93501199275132,11,0.0,-1.0,Unsynthesizable
CC1C(=N)OC2C(=O)CC(C)CC(=O)C12C,gdb,31,,4.611134415417983,2.341931405617005,11,0.0,-1.0,Unsynthesizable
CC1CCCOC2=NC1C(OC=N)OCCC2,gdb,25,,5.498538574013248,3.0993711769711547,11,0.0,-1.0,Unsynthesizable
CC1(CN)C(O)CCCCC1CCC#C,gdb,22,,4.098416558954078,2.6616303618630663,11,0.0,-1.0,Unsynthesizable
CC1C(CO)C=CC2C(=O)C(=O)C(C)=C12,gdb,31,,4.4969081067964805,2.5162666859686795,11,0.0,-1.0,Unsynthesizable
CCC1CCNC(C1)C1=C(C)C(N)=CC(=O)S1,gdb,32,,3.9745244893574703,3.6749308645918872,11,0.0,-1.0,Unsynthesizable
CCC1CCOC11CC2OCCC1(CO)C2C,gdb,25,,6.014031582902954,3.4212202668361877,11,0.0,-1.0,Unsynthesizable
CC1=C(CC#C)C=C(Br)C=C1C(N)COC=N,gdb,31,,4.059250589214765,3.042665489979968,11,0.0,-1.0,Unsynthesizable
CC1=NC(=N)C(C)=CN2C(=N)NN=NSC2=C1,gdb,33,,4.271197514737446,3.2036654301625767,11,0.0,-1.0,Unsynthesizable
CCCC(C#C)C1(CNC=O)CC(C)OCO1,gdb,27,,4.984077633662906,2.955388053176496,11,0.0,-1.0,Unsynthesizable
CC12OCC(CCC1C1=NSC=N1)NC(=N)O2,gdb,30,,5.974996030842132,3.128336421907996,11,0.0,-1.0,Unsynthesizable
CCCCC1(CCCCNCC1(O)CO)C#N,gdb,24,,4.143942492630792,3.1828164352001496,11,0.0,-1.0,Unsynthesizable
CCC(C)(C)C1(CC(O)CCN1)C(NC)C#C,gdb,30,,4.921928108294658,2.839584460842669,11,0.0,-1.0,Unsynthesizable
CCCN(C=N)C1COC2CCCC1C2C,gdb,23,,5.38238868019466,3.6733532488516265,11,0.0,-1.0,Unsynthesizable
CC(CC1=C(OC=C1)C1=CN=C(O)N=C1)C=O,gdb,33,,3.832212921990684,3.1107231409989717,5,0.05713817369974145,15.0,Synthesizable
CC1CC2(COCOCCNC1C2C)N(C)C,gdb,25,,5.888613851059597,3.6990380967296175,11,0.0,-1.0,Unsynthesizable
CCCCC1CC(C2CCN=CNC12)C(C)=O,gdb,27,,4.6023712032288895,3.850466061402837,11,0.0,-1.0,Unsynthesizable
CC1CC2(CCC3=CON=C23)C(OCO1)C#C,gdb,30,,5.459934036356874,3.6319328207020765,11,0.0,-1.0,Unsynthesizable
CC(C(N)=N)C1=NC2=C(O1)C1(C)CCC2C1C,gdb,34,,5.6069531412019336,3.2232249224811804,11,0.0,-1.0,Unsynthesizable
CCCC1OC2(C)OC(C)(C)C(N)C1NC2=N,gdb,30,,5.790008325148423,3.1350482205937404,11,0.0,-1.0,Unsynthesizable
CC1(C)COC(C)(CC(C#C)C#C)CC(N)C1,gdb,31,,4.8129421652985505,2.7941081897219915,11,0.0,-1.0,Unsynthesizable
CCCC1=C2C(=N)C=NC(F)=C2NC(O)=C1O,gdb,32,,3.7722384881950717,4.037110824358433,11,0.0,-1.0,Unsynthesizable
CCC1=CC(CC1)C1C(=N)OC2=C1SN=C2,gdb,30,,4.8189220521173635,3.432013225847612,11,0.0,-1.0,Unsynthesizable
CCC(O)(CC(C)N=CNC1=CSC=C1)C#N,gdb,29,,4.4787041947584525,3.219455668091601,9,0.1965747088387942,87.0,Synthesizable
CC1CC2C(C(CCOC2=N)O1)C(C)(C)C#C,gdb,31,,5.712141769964473,3.1879881531441208,11,0.0,-1.0,Unsynthesizable
CCCOC1=CNC=NC=CC=C1C(O)CC,gdb,25,,3.495420800602351,3.513088964612792,11,0.0,-1.0,Unsynthesizable
CC(C)OCCC(N)CCCN=C1ON=CS1,gdb,25,,4.114553306606068,3.5200234436152784,11,0.0,-1.0,Unsynthesizable
CCC1C2CC(CN)COCC1C(=C2)C#C,gdb,26,,5.5299179109638885,3.746600537401524,11,0.0,-1.0,Unsynthesizable
CCC1COCCC2CC(C)(CN)C=C12,gdb,24,,4.557097502400875,3.4769639284169536,11,0.0,-1.0,Unsynthesizable
CCC12CCC(O1)C(O)C1=C(N=CS1)C2C#C,gdb,32,,5.7129689020715,3.6539921304105083,11,0.0,-1.0,Unsynthesizable
CC(CC#N)OC1=CN=C(CC2=NOC=C2)S1,gdb,30,,4.0184974392591295,3.83169772450164,11,0.0,-1.0,Unsynthesizable
CC1C(OCC1(C)C)C1CCC2CC(=O)OC12,gdb,30,,4.5563843524208565,3.0309868889893887,11,0.0,-1.0,Unsynthesizable
CCC(C(O)CCC#N)C1=NC=C(S1)[N+]([O-])=O,gdb,37,,4.0170348074390185,3.149368051515752,11,0.0,-1.0,Unsynthesizable
CC1C2CNC(C)CN1C1CC=CCC1O2,gdb,25,,5.443210739939532,3.3701600695193115,11,0.0,-1.0,Unsynthesizable
