SMILES,dataset,len_smiles,mean_complexity,sa_score,sc_score,tb_depth,tb_plausibility,tb_price,tb_synthesizability
CCCCC[C@@H]1OC(=O)CCCCCCCCC=CC1=O,sheridan,33,2.682926829,3.4577,3.7464,5,0.058631033908715775,36.0,Synthesizable
COc1ccc(Cl)cc1,sheridan,14,1.0,1.0490000000000002,1.2605,0,1.0,2.0,Synthesizable
CC(C)(C)[C@@H](Br)C(=O)NC(C)(C)C1CCC(C)(NC(=O)[C@@H](Br)C(C)(C)C)CC1,sheridan,68,2.666666667,4.2467,3.1710000000000003,9,0.3096441985513999,36.0,Synthesizable
COc1cc(CNc2ccccc2)ccc1OCC(=O)Nc1ccc(Cl)cc1,sheridan,42,2.026315789,1.7354,2.9305,1,0.9794601202011108,93.0,Synthesizable
CO[C@@H]1C=C(C)C[C@@H](\C=C\C=C\C#C[C@@H]2C[C@@H]2Cl)OC(=O)C[C@@]2(O)C[C@@H](O[C@@H]3O[C@@H](C)[C@@H](O)[C@@](C)(O)[C@@H]3OC)[C@@H](C)[C@@H](O2)[C@@H]1C,sheridan,152,4.487804878,7.3266,4.4515,11,0.0,-1.0,Unsynthesizable
CCc1ccc(OC(=O)c2ccccc2Cl)cc1,sheridan,28,1.081081081,1.5282,2.1343,1,0.9808174371719359,2.0,Synthesizable
COc1ccccc1c1ccccc1,sheridan,18,1.0,1.1772,1.9909999999999999,0,1.0,2.0,Synthesizable
CCC[C@@H](NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@@H](C(C)(C)C)NC(=O)Cc1cccc(c1)OCCCO2)C(=O)C(=O)NCC(=O)N[C@@H](C(O)=O)c1ccc(NS(N)(=O)=O)cc1,sheridan,132,4.651162791,6.2989,4.7363,11,0.0,-1.0,Unsynthesizable
CO[C@@H]1[C@@H](O)[C@@H](C)O[C@@H](OC[C@@H]2C=CC=CC(=O)[C@@H](C)C[C@@H](C)[C@@H](O[C@@H]3O[C@@H](C)C[C@@]4(OC(=O)O[C@@H]4C)[C@@H]3O)[C@@H](C)C=CC(=O)O[C@@H]2C)[C@@H]1OC,sheridan,168,4.6111111110000005,6.9473,4.3809,11,0.0,-1.0,Unsynthesizable
CC(C)(C)c1ccc(C(=O)Nc2nc3[C@@H](CC(=O)NCC#C)[C@@]4(C)CC[C@@H](O)[C@@](C)(CO)[C@@H]4Cc3s2)cc1,sheridan,92,3.6944444439999997,4.2412,4.6681,11,0.0,-1.0,Unsynthesizable
NC(=O)Nc1nsnc1C(=O)Nc1ccccc1,sheridan,28,2.361111111,2.3245,3.0799,7,0.7747390312677552,17.0,Synthesizable
CC[C@@]1([C@@H]2O[C@@H]([C@@H]3OC4(CO[C@@H](c5ccc(OC)cc5)O4)[C@@H](C)C[C@@H]3C)C[C@@H]2C)CC[C@@H]([C@@]2(C)CC[C@@]3(C[C@@H](OCC=C)[C@@H](C)[C@@H]([C@@H](C)[C@@H](OC)[C@@H](C)C(O)=O)O3)O2)O1,sheridan,189,4.486486486,6.9575,3.9930000000000003,11,0.0,-1.0,Unsynthesizable
O=C(OCc1ccccc1)c1ccccc1,sheridan,23,1.0,1.2062,1.8369,0,1.0,1.0,Synthesizable
CC(C)C[C@@H](NC(=O)[C@@H](CC(=O)N[C@@H]1O[C@@H](CO)[C@@H](O[C@@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]2NC(C)=O)C(O)[C@@H]1NC(C)=O)NC(=O)c1ccccc1)C(=O)N[C@@H]([C@@H](C)O)C(N)=O,sheridan,174,4.634146341,5.3024,4.7003,11,0.0,-1.0,Unsynthesizable
CCC[C@@H]1OC(=O)[C@@H](C)C(=O)[C@@H](C)[C@@H](O[C@@H]2O[C@@H](C)C[C@@H](N(C)C)[C@@H]2O)[C@@](C)(OC\C=C\c2cnc3ccc(OC)cc3c2)C[C@@H](C)C2=NCCN3[C@@H]([C@@H]2C)[C@@]1(C)OC3=O,sheridan,170,4.733333333,6.9177,4.874,11,0.0,-1.0,Unsynthesizable
COC(=O)c1ccccc1NC(=O)CC(c1ccccc1)c1ccccc1,sheridan,41,2.0,1.7863,2.3927,1,0.981765866279602,17.0,Synthesizable
Cc1onc2c3ncc(Cl)cc3n([C@@H]3CCC[C@@H](CNC(=O)OCc4ccccc4)C3)c(=O)c12,sheridan,67,2.921052632,3.5166,4.0994,11,0.0,-1.0,Unsynthesizable
CC(C)OCCCNC(=O)c1cc2c(=O)n(C)c3ccccc3c2n1C,sheridan,42,2.833333333,2.4205,4.2941,11,0.0,-1.0,Unsynthesizable
COC(=O)N1CCC[C@@H](N2CCC(n3c(=O)n(S(C)(=O)=O)c4ccccc34)CC2)C1,sheridan,61,2.6944444439999997,3.0924,4.4039,6,0.9920423133841962,57.0,Synthesizable
Cc1c(\C=N\N2C(=O)[C@@H]3[C@@H]4C[C@@H](C=C4)[C@@H]3C2=O)c2ccccc2n1Cc1ccc([N+]([O-])=O)cc1,sheridan,89,3.054054054,4.4654,3.7674,3,0.7712775917847685,77.0,Synthesizable
CC[C@@H]1OC(=O)[C@@H](C)C(=O)[C@@H](C)[C@@H](O[C@@H]2O[C@@H](C)C[C@@H](N(C)C)[C@@H]2O)[C@@](C)(OCC#Cc2cc(c3ccc4ccccc4n3)no2)C[C@@H](C)C(=O)[C@@H](C)[C@@H]2NC(=O)O[C@@]12C,sheridan,170,4.694444444,6.2462,4.9973,11,0.0,-1.0,Unsynthesizable
C=CCN1C(=O)NC(=O)\C(=C2/C[C@@H](c3ccc4OCOc4c3)N(c3ccccc3)N2)C1=O,sheridan,64,3.1555555560000004,3.2639,3.6493,11,0.0,-1.0,Unsynthesizable
CC(=O)Nc1ccccc1NC(=O)COc1ccccc1,sheridan,31,1.552631579,1.5617,2.1281,1,0.993005871772766,31.0,Synthesizable
Oc1c(Cl)cc(Cl)cc1CNc1cccc2cn[nH]c12,sheridan,35,1.8536585369999998,2.4007,3.7212,1,0.999868631362915,42.0,Synthesizable
CC(C)[C@@H](C)\C=C\[C@@H](C)[C@@H]1CC[C@@H]2[C@@]1(C)CC[C@@H]1[C@@]3(C)CC[C@@H](O)C[C@@]43CC[C@@]21OO4,sheridan,102,3.918918919,6.4954,3.1116,11,0.0,-1.0,Unsynthesizable
C[C@@]12C[C@@H](O)[C@@H]3[C@@H](CC=C4CC5(CC[C@@H]34)OCCO5)[C@@H]1CCC12OCCO1,sheridan,75,3.421052632,5.5019,2.3434,11,0.0,-1.0,Unsynthesizable
CCc1ccc(c2ccccc2)cc1,sheridan,20,1.135135135,1.1697,2.2896,0,1.0,6.0,Synthesizable
C[C@@H]1[C@@H]2[C@@H](C[C@@H]3[C@@H]4CC=C5C[C@@H](OC(C)=O)[C@@H](O)[C@@H](O)[C@@]5(C)[C@@H]4C[C@@H](O)[C@@]23C)O[C@@]21CCC(=C)CO2,sheridan,129,4.166666667,5.9761,3.0614,11,0.0,-1.0,Unsynthesizable
c12ccc(cc1CO[C@]2(c1ccc(cc1)F)CCC[NH+](C)C)C#N,sheridan,46,3.1538461539999996,3.8960000000000004,3.7721,11,0.0,-1.0,Unsynthesizable
c1cnc2c(C(N([C@H]2OC(N2CC[NH+](C)CC2)=O)c2ccc(cn2)Cl)=O)n1,sheridan,58,2.918032787,4.1676,3.9099,11,0.0,-1.0,Unsynthesizable
C1C[C@@](C#C)([C@@]2(CC(=C)[C@@H]3[C@@H]4CCC(C=C4CCC3[C@@H]12)=O)CC)O,sheridan,69,3.777777778,4.8085,3.242,11,0.0,-1.0,Unsynthesizable
c1cc(ccc1F)[C@H](CC[C@H]1C(N(c2ccc(cc2)F)[C@@H]1c1ccc(cc1)O)=O)O,sheridan,64,3.25,3.1735,3.8001,8,0.1427696094623102,86.0,Synthesizable
c1cc(ccc1OC(C(=O)OC(C)C)(C)C)C(c1ccc(cc1)Cl)=O,sheridan,46,2.0491803280000003,2.0392,2.4641,0,1.0,5.0,Synthesizable
N(C(=O)CC)(C1CC[NH+](CC1)CCc1ccccc1)c1ccccc1,sheridan,44,1.7884615380000002,3.1698,3.055,11,0.0,-1.0,Unsynthesizable
C([NH3+])(CCc1ccc(cc1)CCCCCCCC)(CO)CO,sheridan,37,1.636363636,2.721,3.3992,11,0.0,-1.0,Unsynthesizable
c1(cc(ccc1O)[C@H](C[NH2+][C@@H](Cc1ccc(cc1)OC)C)O)NC=O,sheridan,54,2.725806452,3.7868,3.5439,11,0.0,-1.0,Unsynthesizable
S1(c2cc(S(=O)(=O)N)c(cc2NCN1)Cl)(=O)=O,sheridan,38,2.5,3.2117,3.3445,0,1.0,4.0,Synthesizable
c12c3C[C@@H]4[C@@H]5[C@]1(CC[N@@H+]4C)[C@H](C(CC5)=O)Oc2c(cc3)OC,sheridan,64,4.518518519,6.0183,3.4571,11,0.0,-1.0,Unsynthesizable
C(P(=O)([O-])[O-])(P(=O)([O-])[O-])(CC[N@@H+](CCCCC)C)O,sheridan,55,1.903225806,5.5916,2.9507,11,0.0,-1.0,Unsynthesizable
c1cc(ccc1C[NH+]1CC[NH+](CC1)C)C(=O)Nc1ccc(C)c(c1)Nc1nccc(c2cnccc2)n1,sheridan,68,2.6842105259999998,3.6101,4.9313,11,0.0,-1.0,Unsynthesizable
C(NC[C@@H](CO)O)(=O)c1c(c(c(c(c1I)C(NC[C@@H](O)CO)=O)I)N(C(C)=O)C[C@@H](O)CO)I,sheridan,78,2.827586207,4.1622,3.7504,0,1.0,4.0,Synthesizable
c1(ccccc1)[C@@H](CO)C(OC1C[C@@H]2CC[C@@H](C1)[N+]2(C)C(C)C)=O,sheridan,61,2.6,4.5546,2.4092,11,0.0,-1.0,Unsynthesizable
c1(c2c(c3ccc(cc3)CN3C(C4(N=C3CCCC)CCCC4)=O)cccc2)[n-]nnn1,sheridan,57,2.483870968,3.7925,4.3756,11,0.0,-1.0,Unsynthesizable
n1([C@@H]2CS[C@@H](O2)CO)ccc(nc1=O)N,sheridan,36,2.821428571,3.8064,3.4109,6,0.8094958526848622,22.0,Synthesizable
c1(c(nc(nn1)N)N)c1c(c(Cl)ccc1)Cl,sheridan,32,1.984375,2.4244,3.1325,11,0.0,-1.0,Unsynthesizable
N1(C(c2c(C1)c(N)ccc2)=O)[C@@H]1C(NC(=O)CC1)=O,sheridan,45,1.8730158730000002,2.9691,3.4472,2,0.9981889261995748,46.0,Synthesizable
n12cc(c(c3c2c(c(c(c3)F)N2CC[NH+](C)CC2)OC[C@@H]1C)=O)C([O-])=O,sheridan,62,3.46875,4.5267,3.9909,11,0.0,-1.0,Unsynthesizable
C1[C@@]2(CC)[C@@H](CC[C@]2(C#C)O)[C@@H]2CCC=3[C@@H]([C@@H]2C1)CCC(C3)=O,sheridan,71,3.307692308,4.552,3.495,11,0.0,-1.0,Unsynthesizable
c1(C[C@@H](C([O-])=O)[NH3+])cc(c(c(c1)I)Oc1cc(I)c(O)c(c1)I)I,sheridan,60,2.394366197,4.2079,3.2807,11,0.0,-1.0,Unsynthesizable
c1ccc(C)c(c1C)NC(=O)C[NH+](CC)CC,sheridan,32,1.37704918,3.2301,2.3202,11,0.0,-1.0,Unsynthesizable
C1(N(C[C@H](O1)CNC(C)=O)c1ccc(c(c1)F)N1CCOCC1)=O,sheridan,48,2.5714285709999998,2.7592,4.1109,4,0.8735678104861228,154.0,Synthesizable
C([C@@H](CCCC[NH3+])[NH3+])(=O)N[C@@H](Cc1ccccc1)C,sheridan,50,1.7777777780000001,3.9666,3.2534,11,0.0,-1.0,Unsynthesizable
O[C@@H](C[C@@H](NC(=O)[C@@H](N1CCCNC1=O)C(C)C)Cc1ccccc1)[C@@H](NC(=O)COc1c(C)cccc1C)Cc1ccccc1,sheridan,93,3.46969697,3.8968,4.5309,11,0.0,-1.0,Unsynthesizable
C12(C[C@@]3(C[C@@](C1)(CC(C2)C3)C)C)[NH3+],sheridan,42,1.657142857,5.8945,2.4402,11,0.0,-1.0,Unsynthesizable
c1c(C(=O)[O-])c(ccc1N)O,sheridan,23,1.1592592590000002,2.7533,1.639,0,1.0,33.0,Synthesizable
NC(=[NH2+])NC(=[NH2+])N(C)C,sheridan,27,1.641791045,5.2141,1.9634,11,0.0,-1.0,Unsynthesizable
c1cc(ccc1CCOC)OC[C@@H](C[NH2+]C(C)C)O,sheridan,37,1.6716417909999999,3.3426,2.9760000000000004,11,0.0,-1.0,Unsynthesizable
C1[C@@H]2[C@@H](C(=C(C([C@]2(C(=C2[C@@H]1Cc1c(C2=O)c(ccc1N(C)C)O)O)O)=O)C(N)=O)[O-])[NH+](C)C,sheridan,93,4.41509434,5.0671,4.2349,11,0.0,-1.0,Unsynthesizable
C([S@@](C(c1ccccc1)c1ccccc1)=O)C(=O)N,sheridan,37,1.783333333,2.6525,2.7033,1,0.9941620230674744,12.0,Synthesizable
C1CC2=CC(C=C[C@@]2([C@@]2([C@@H]1[C@@H]1C[C@@H](C)[C@@]([C@]1(C[C@H]2O)C)(C(CCl)=O)O)Cl)C)=O,sheridan,92,4.442857143,4.796,3.8888,11,0.0,-1.0,Unsynthesizable
c12ccc(nc2cc(cc1)Cl)\C=C\c1cccc(c1)[C@@H](CCc1ccccc1C(C)(C)O)SCC1(CC([O-])=O)CC1,sheridan,80,3.0793650789999996,3.7489999999999997,4.0966,11,0.0,-1.0,Unsynthesizable
n1(c2c(c(c(c1)C(=O)[O-])=O)cc(c(N1C[C@@H]3[C@@H](C1)[NH2+]CCC3)c2OC)F)C1CC1,sheridan,75,3.076923077,4.5493,4.3312,11,0.0,-1.0,Unsynthesizable
c12[C@@]34CC[N@@H+]([C@H]5[C@@]4(CCC([C@@H]3Oc2c(ccc1C5)O)=O)O)CC=C,sheridan,67,4.615384615,6.3511,3.0501,11,0.0,-1.0,Unsynthesizable
O1c2c(cc(cc2)F)CC[C@@H]1[C@@H](O)C[NH2+]C[C@@H]([C@@H]1Oc2c(cc(cc2)F)CC1)O,sheridan,74,2.166666667,4.4562,3.4183,11,0.0,-1.0,Unsynthesizable
C(c1cnccc1)(=O)[O-],sheridan,19,1.015748031,2.6769,1.0029,0,1.0,1.0,Synthesizable
C1CC=2[C@H](CCC(C2)=O)[C@@H]2[C@@H]1[C@@H]1CC[C@]([C@]1(CC2)C)(C#C)OC(=O)C,sheridan,74,3.890070922,4.4835,2.6293,11,0.0,-1.0,Unsynthesizable
C1C[C@@](C#C)([C@@]2(CC[C@@H]3[C@@H]4CCC(\C=C4CC[C@@H]3[C@@H]12)=N\O)CC)OC(C)=O,sheridan,79,3.651515152,4.9132,3.4557,11,0.0,-1.0,Unsynthesizable
N1[C@@H]([C@@H](C)O)C(N[C@H](C(N[C@H](CO)[C@@H](C)O)=O)CSSC[C@@H](C(N[C@H](C(N[C@@H](C(N[C@H](C1=O)CCCC[NH3+])=O)Cc1c2ccccc2[nH]c1)=O)Cc1ccccc1)=O)NC([C@@H](Cc1ccccc1)[NH3+])=O)=O,sheridan,179,4.666666667,6.3349,4.9994,11,0.0,-1.0,Unsynthesizable
C=1(c2c(Nc3c([N+]1)cccc3)sc(c2)C)N1CC[NH+](CC1)C,sheridan,48,2.782608696,4.6713,4.1529,11,0.0,-1.0,Unsynthesizable
c1(nc(c(n1Cc1ccc(cc1)c1c(cccc1)c1[n-]nnn1)C(=O)[O-])C(O)(C)C)CCC,sheridan,64,2.722222222,3.5437,3.6710000000000003,11,0.0,-1.0,Unsynthesizable
C1[C@H]([C@@H](CCC1)[NH3+])[NH3+],sheridan,33,1.1063829790000002,5.6648,1.3703,11,0.0,-1.0,Unsynthesizable
c12[C@@]34CC[N@H+]([C@H]5[C@@]4(CCC([C@@H]3Oc2c(ccc1C5)OC)=O)O)C,sheridan,64,4.676470588,6.047999999999999,3.0228,11,0.0,-1.0,Unsynthesizable
c12[C@@]34CC[N@@H+]([C@@H]5[C@@]4(CCC([C@@H]3Oc2c(ccc1C5)O)=O)O)C,sheridan,65,4.654545455,6.1968,3.2828,11,0.0,-1.0,Unsynthesizable
C1[C@]2([C@@H]3[C@@](C)([C@H](C[C@@H]2O1)O)C([C@@H](C=1C([C@]([C@H]3OC(c2ccccc2)=O)(C[C@@H](C1C)OC([C@@H]([C@H](c1ccccc1)NC(c1ccccc1)=O)O)=O)O)(C)C)OC(C)=O)=O)OC(C)=O,sheridan,166,4.881355932,5.9156,4.0266,11,0.0,-1.0,Unsynthesizable
n12c(nc(c(c1=O)CC[NH+]1CCC(c3noc4c3ccc(c4)F)CC1)C)[C@@H](O)CCC2,sheridan,63,2.730769231,4.2802,4.9993,11,0.0,-1.0,Unsynthesizable
O=C1N(C[C@@H]2CCCc3c2c1ccc3)[C@H]1C2CC[NH+](CC2)C1,sheridan,50,2.875,5.188,3.4555,11,0.0,-1.0,Unsynthesizable
C1CC\C(=C/C=C2/C[C@H](C[C@@H](C2)O)O)[C@@H]2CC[C@@H]([C@H](C)\C=C\[C@@H](C(C)(C)O)C)[C@@]12C,sheridan,92,4.034482758999999,4.8062,4.1344,11,0.0,-1.0,Unsynthesizable
c12c(CCc3ccc(cc3)C(N[C@@H](CCC([O-])=O)C([O-])=O)=O)c[nH]c1nc([nH]c2=O)N,sheridan,72,3.0,3.7002,4.6535,2,0.5593995728299035,46.0,Synthesizable
S1[C@@H](Cc2ccc(OCCc3ncc(CC)cc3)cc2)C(=O)NC1=O,sheridan,46,2.0140845069999997,2.8186,4.0229,0,1.0,26.0,Synthesizable
C1(N(CCN(C1=O)C(=O)N[C@@H](c1ccccc1)C(N[C@H]1[C@@H]2N(C1=O)[C@H](C(S2)(C)C)C(O)=O)=O)CC)=O,sheridan,90,4.204545455,3.9456,4.3932,1,0.9998164772987366,16.0,Synthesizable
C1(NC(=O)[C@H](CCSC)N)(CS([C@@H]2[C@@H]1[C@H]2C(=O)O)(=O)=O)C(=O)O,sheridan,66,4.324324324,4.3378,3.7983,11,0.0,-1.0,Unsynthesizable
c1c(c(NC(CN2CCN(CC2)CC[C@@H](O)COc2ccccc2OC)=O)c(cc1)C)C,sheridan,56,2.305555556,2.582,4.3315,7,0.3679083073826385,30.0,Synthesizable
O(CC(=O)O)CCN1CCN([C@@H](c2ccccc2)c2ccc(cc2)Cl)CC1,sheridan,50,1.888888889,2.4763,3.7791,0,1.0,29.0,Synthesizable
c1cc([C@H](C(=O)Nc2cnccn2)CC2CCOCC2)ccc1S(C1CC1)(=O)=O,sheridan,54,2.674418605,3.0463,4.2656,3,0.971840917175033,176.0,Synthesizable
N1CCN(CC1)Cc1nc(on1)c1ccc2c(CN(C2=O)Cc2ccc(cc2)CC(F)(F)F)c1,sheridan,59,2.583333333,2.7373,4.6641,9,0.987129213313352,147.0,Synthesizable
c1cnc(N2CCN([C@@H]3CN[C@@H](C3)C(=O)N3CCC(C3)(F)F)CC2)nc1,sheridan,57,2.644444444,3.5663,4.5321,3,0.9999344357879628,118.0,Synthesizable
c1n([C@H](C2CC2)C)c(c(nc1Cl)Nc1c(cc(cc1Cl)C(F)F)Cl)=O,sheridan,53,2.7,3.4125,3.7281,4,0.2868882567456715,20.0,Synthesizable
c1ccc(C(c2ccccc2)(CCC(C)(N2CC(C2)Oc2cccc(c2)O)C)C(=O)N)cc1,sheridan,58,2.916666667,2.6722,3.6553,11,0.0,-1.0,Unsynthesizable
O1[C@H]([C@H](O)[C@@H](O)[C@H]1C(=O)NCC)n1c2c(nc1)c(nc(n2)C(=O)NCCNC(=O)NC1CCN(CC1)c1ncccc1)NC(c1ccccc1)c1ccccc1,sheridan,112,4.159090909,4.3505,4.9998,11,0.0,-1.0,Unsynthesizable
c1(Cl)c(c(Cl)c(cc1)C(F)(F)F)C(N[C@@H](c1ccccc1)[C@@H]1CC2CCN1CC2)=O,sheridan,67,2.761904762,4.1135,3.9706,11,0.0,-1.0,Unsynthesizable
c1cc(ccc1C(N(C)C)=O)S(c1ccc(NC([C@](C)(C(F)(F)F)O)=O)c(Cl)c1)(=O)=O,sheridan,67,2.775,2.8739,3.9705,5,0.9947861865011548,66.0,Synthesizable
O[C@@H](CNC(=O)CO)COc1c(cc(c2noc(c3cc(C)nc(c3)N(CC)CC)n2)cc1CC)C,sheridan,64,3.095238095,3.4006,4.8912,11,-1.0,-1.0,Unsynthesizable
c1cc(=O)[nH]c2C[C@@H]3\C([C@@](N)(CC(=C3)C)c12)=C/C,sheridan,51,3.4358974360000003,4.9406,4.0276,11,0.0,-1.0,Unsynthesizable
c1(ccc2n(ncc2c1Oc1cc(cc(c1)Cl)C#N)Cc1n[nH]c2c1cccn2)Cl,sheridan,54,2.736842105,2.9423,4.6087,6,0.9945555113372008,59.0,Synthesizable
C(C[C@H](CC(C)C)C[NH3+])([O-])=O,sheridan,32,1.289855072,4.689,2.0122,11,0.0,-1.0,Unsynthesizable
[N+]1=C(c2c(Sc3c1cccc3)cccc2)N1CC[NH+](CC1)CCOCCO,sheridan,49,2.76,4.2352,3.9291,11,0.0,-1.0,Unsynthesizable
C([S@@](=O)c1nc2c(cccc2)[nH]1)c1c(c(ccn1)OCCCOC)C,sheridan,49,2.451612903,2.99,4.5945,0,1.0,100.0,Synthesizable
c1(c(sc2c1ccc(c2)O)c1ccc(cc1)O)C(c1ccc(cc1)OCC[NH+]1CCCCC1)=O,sheridan,61,2.679012346,3.3042,4.4354,11,-1.0,-1.0,Unsynthesizable
c1(cccc(c1NC(C[NH+]1CC[NH+](CC1)C[C@@H](COc1ccccc1OC)O)=O)C)C,sheridan,61,2.632653061,4.2136,3.3847,11,0.0,-1.0,Unsynthesizable
n1(c2nc(nc(c2nc1)N)n1ncc(c1)C(=O)NC)[C@@H]1[C@@H]([C@@H]([C@@H](O1)CO)O)O,sheridan,73,3.2285714289999996,3.8656,4.4547,3,0.9864301009114118,53.0,Synthesizable
Cc1ccn2c3c(nc2c1)c1c2c4c(c(c1c(c3NC(C(=CC=C[C@@H]([C@@H]([C@@H]([C@@H]([C@@H]([C@@H]([C@@H]([C@@H](C=CO[C@@](C2=O)(C)O4)OC)C)OC(C)=O)C)O)C)O)C)C)=O)O)O)C,sheridan,153,4.7936507939999995,7.0798,4.5816,11,0.0,-1.0,Unsynthesizable
C(P(=O)([O-])[O-])(P(=O)([O-])[O-])(Cc1cnccc1)O,sheridan,47,2.0535714290000002,3.9330000000000003,2.3806,11,0.0,-1.0,Unsynthesizable
C1(CC[NH+](CC1)CCc1c(n2c(nc1C)CCCC2)=O)c1noc2c1ccc(c2)F,sheridan,55,2.608108108,3.7202,4.9995,11,0.0,-1.0,Unsynthesizable
C(N(C)CC)(Oc1cc(ccc1)[C@H](C)[NH+](C)C)=O,sheridan,41,1.8055555559999998,3.6734,3.1921,11,0.0,-1.0,Unsynthesizable
c1(ccc2c(c1)c(c[nH]2)CC[NH+](C)C)Cn1cncn1,sheridan,41,2.0526315790000003,3.2855,3.6829,11,0.0,-1.0,Unsynthesizable
n1c(c2ccc(cc2)F)c(\C=C\[C@H](C[C@H](CC([O-])=O)O)O)c(C(C)C)nc1N(C)S(C)(=O)=O,sheridan,76,3.35,3.9241,4.4839,8,0.18872557501149886,142.0,Synthesizable
c1c(c(ccc1[C@@H](C[NH2+]C(C)(C)C)O)O)CO,sheridan,39,1.925925926,3.8042,3.0763,11,0.0,-1.0,Unsynthesizable
c1(cc(ccc1O)[C@@H](O)C[NH2+]CCCCCCOCCCCc1ccccc1)CO,sheridan,50,1.953125,3.4113,3.9595,11,0.0,-1.0,Unsynthesizable
C1[C@@H]2C[C@@H]3CC(CC1(C3)O)(C2)[C@@H](C(N1[C@H](C[C@@H]2C[C@@H]12)C#N)=O)[NH3+],sheridan,81,3.4444444439999997,6.0402,3.7066,11,0.0,-1.0,Unsynthesizable
S(=O)(=O)(N1CC[NH+](CC1)C)c1cc(c2[nH]c3c(nn(c3c(=O)n2)C)CCC)c(OCC)cc1,sheridan,69,3.031746032,3.4933,4.739,11,0.0,-1.0,Unsynthesizable
C=12[C@@H]([C@@H](CC[C@@H]3C[C@H](CC(O3)=O)O)[C@@H](C)C=C2)[C@H](C[C@H](C1)C)OC(C(C)(C)CC)=O,sheridan,92,4.090909091,4.655,4.1799,11,0.0,-1.0,Unsynthesizable
C1Cn2c(CN1C(C[C@@H](Cc1cc(c(cc1F)F)F)[NH3+])=O)nnc2C(F)(F)F,sheridan,59,3.112676056,3.694,4.5615,11,0.0,-1.0,Unsynthesizable
N1([C@@H](c2c(CC1)cccc2)c1ccccc1)C(=O)O[C@@H]1C2CC[NH+](CC2)C1,sheridan,62,2.583333333,4.6835,3.7319,11,0.0,-1.0,Unsynthesizable
C1([C@]2([C@H](C)C[C@@H]([C@@H](O2)[C@H](C[C@H](CC(=C[C@H](C(C[C@@H]([C@H]([C@@H](OC([C@@H]2N(C1=O)CCCC2)=O)\C(C)=C\[C@@H]1CC[C@H]([C@@H](C1)OC)O)C)O)=O)CC=C)C)C)OC)OC)O)=O,sheridan,172,4.779661017,6.9178,3.8503,11,0.0,-1.0,Unsynthesizable
N12[C@@H](c3c(C[C@@H]1C(N(C)CC2=O)=O)c1ccccc1[nH]3)c1ccc2c(c1)OCO2,sheridan,66,3.68852459,3.2781,4.4421,3,0.9992142291686,8.0,Synthesizable
S1([C@@](C)(Cn2ccnn2)[C@H](C([O-])=O)N2C(C[C@@H]12)=O)(=O)=O,sheridan,60,3.644444444,4.5981,3.4674,11,0.0,-1.0,Unsynthesizable
CCC[C@@H](C(=O)C(=O)NC1CC1)NC(=O)[C@@H]1[C@@H]2CCC[C@@H]2CN1C(=O)[C@@H](C(C)(C)C)NC(=O)[C@@H](C1CCCCC1)NC(=O)c1nccnc1,sheridan,117,3.779411765,4.5116,4.9994,11,0.0,-1.0,Unsynthesizable
n12c(c(nc2)C(=O)N)nnn(c1=O)C,sheridan,28,2.0,2.8271,3.0611,11,0.0,-1.0,Unsynthesizable
n1(C[C@H](OCP(=O)([O-])[O-])C)cnc2c(N)ncnc12,sheridan,44,2.366666667,3.8863,3.827,4,0.21585842626669396,42.0,Synthesizable
C1C[C@@H]2[C@@H]([C@@]3(C1=CC(CC3)=O)C)CC[C@]1([C@@H]2CC[C@@H]1O)C,sheridan,66,3.664206642,3.9027,2.6143,5,0.8635400964277973,36.0,Synthesizable
C12C(O1)[C@@H]1[N+]([C@@H]2CC(C1)OC(C(c1sccc1)(c1sccc1)O)=O)(C)C,sheridan,64,3.206896552,5.1114,2.8652,11,0.0,-1.0,Unsynthesizable
c1cc(C)cc([C@H](CC[NH+](C(C)C)C(C)C)c2ccccc2)c1O,sheridan,48,2.262295082,3.4778,2.9133,11,0.0,-1.0,Unsynthesizable
CC(C)OC(CCC\C=C\C[C@@H]1[C@@H]([C@@H](C[C@@H]1O)O)\C=C\[C@@H](COc1cccc(c1)C(C)(C)F)O)=O,sheridan,87,3.2033898310000004,4.2641,4.5667,11,0.0,-1.0,Unsynthesizable
O([C@@H](CO)COC(=O)[C@@H]([NH3+])C(C)C)Cn1c2[nH]c(nc(=O)c2nc1)N,sheridan,63,2.915254237,4.1769,4.5535,11,0.0,-1.0,Unsynthesizable
c1(ccccc1c1ccc(cc1)CN([C@@H](C(C)C)C([O-])=O)C(CCCC)=O)c1[n-]nnn1,sheridan,65,2.722222222,3.8116,4.0063,11,0.0,-1.0,Unsynthesizable
c1(c2cc3cc1Oc1c(cc([C@H]([C@H](C(N[C@H](C(N[C@H]3C(N[C@@H]3c4ccc(c(c4)c4c(cc(cc4O)O)[C@@H](C([O-])=O)NC([C@H]([C@@H](c4ccc(c(c4)Cl)O2)O)NC3=O)=O)O)=O)=O)CC(N)=O)=O)NC([C@@H](CC(C)C)[NH2+]C)=O)O)cc1)Cl)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](CO)O1)O)O)O[C@@H]1C[C@@](C)([C@@H]([C@@H](C)O1)O)[NH3+],sheridan,289,4.9574468089999995,8.4724,4.499,11,0.0,-1.0,Unsynthesizable
